id,x,y,Species,line_num,gmm
502245101,42.30369,7.103923,0,0,
563353582,33.98822,13.39571,0,0,
476056333,46.93951,-13.0509,0,0,
482726727,37.05779,4.741703,0,0,
490267219,38.37252,6.161739,0,0,
580634942,9.882129,-14.7595,0,0,
596789749,27.00621,-26.1233,0,3,
480122859,34.77061,19.82738,0,0,
476198393,33.71666,-17.0577,0,0,
588728161,21.88481,34.547,0,0,
526573598,12.85324,31.57058,0,0,
563336705,51.72365,15.18797,0,0,
471789504,6.565058,-16.7219,0,0,
581741836,33.95847,-23.2199,0,0,
566517779,19.65472,2.38678,0,0,
324521027,38.33831,16.95777,0,0,
500964382,37.00964,18.40538,0,0,
502366405,6.759617,39.69214,0,0,
558583839,-1.59693,2.353031,0,0,
483092310,27.95082,-19.5463,0,0,
563220277,1.821316,36.31548,0,0,
502359001,48.84305,9.907488,0,0,
514544971,43.06021,5.390367,0,0,
320654829,34.04215,-27.7119,0,0,
504647603,35.89616,-7.26332,0,0,
325480372,27.80321,13.61062,0,0,
500859045,33.72779,-5.70693,0,0,
367567889,22.57899,12.04815,0,0,
486111903,3.291821,33.27282,0,0,
329554301,14.17146,-12.8845,0,0,
562385794,19.8375,-28.1841,0,0,
323777372,6.016324,14.88117,0,0,
502887600,28.14451,25.9797,0,0,
480778441,46.30955,9.080072,0,0,
490259892,9.924891,-12.9119,0,0,
480116737,64.5072,5.223117,0,0,
503517607,9.447545,19.56664,0,0,
490733962,-0.62645,38.78139,0,0,
557242105,48.53141,23.17658,0,0,
584271064,50.83935,-17.3376,0,0,
484564503,20.70245,-14.4268,0,0,
598631490,48.31355,23.49179,0,5,
589128508,2.439435,36.73299,0,0,
599222852,27.24676,28.99113,0,0,
476550499,8.302651,-16.0322,0,0,
502999078,36.97352,-10.1128,0,0,
526951157,12.98683,12.55205,0,0,
573699831,0.616296,33.50434,0,0,
485889190,21.38075,24.0689,0,0,
490267468,19.67407,10.92611,0,0,
560579916,2.522593,-15.2052,0,0,
483020137,19.36421,24.07965,0,0,
515511110,12.72211,-1.85269,0,0,
486753754,16.078,16.13806,0,0,
500955426,41.17481,3.865072,0,0,
490170480,19.26277,31.94851,0,0,
502993826,42.62292,-1.02571,0,0,
501014504,13.63635,41.83168,0,0,
325941643,56.9263,-16.1005,0,0,
486776965,35.18953,7.818503,0,0,
502665074,18.89096,32.43156,0,0,
502383543,60.95853,-7.85832,0,0,
469864405,40.72976,-7.33902,0,0,
510946335,63.74027,4.51039,0,0,
501895840,24.21882,32.39879,0,0,
580612566,54.11225,-8.37395,0,0,
565870964,56.80614,1.252051,0,0,
473111617,28.94244,5.230256,0,0,
566720165,23.03408,-3.28343,0,0,
395785266,30.95225,-7.35312,0,0,
507918877,1.506254,-19.4686,0,0,
497611660,-0.35875,-18.9234,0,0,
422055317,38.00804,18.96681,0,0,
502978383,27.79265,-14.6055,0,0,
526946778,63.32411,-4.69289,0,0,
565858209,58.0542,5.651809,0,0,
513877604,30.28116,17.69546,0,0,
505847801,33.29446,13.75495,0,0,
596282602,37.54483,9.291597,0,0,
476266853,15.07531,9.984388,0,0,
579981789,11.56741,30.17423,0,5,
486132712,3.120354,39.04159,0,0,
509875338,10.41969,-10.2918,0,0,
477862382,20.20936,-25.4412,0,0,
479728896,36.88356,4.413482,0,0,
488698341,3.597702,34.08896,0,0,
508566646,34.83725,16.61819,0,0,
318808427,26.64824,-7.854,0,0,
479179020,23.67831,28.08972,0,0,
396903166,36.38552,-17.6603,0,0,
489888898,28.77725,-6.36634,0,0,
539742766,-1.45835,-16.0043,0,0,
486146717,38.28392,-14.1982,0,0,
584628220,52.35218,19.72182,0,0,
323788096,53.2563,7.944833,0,0,
508883033,14.94337,-17.6475,0,0,
486502127,48.26918,-2.75978,0,0,
476616076,19.34722,21.46925,0,0,
487447111,40.11549,-8.93991,0,0,
479682071,28.25668,-7.39191,0,0,
579452260,-3.97232,38.04335,0,0,
490772223,5.844774,42.80587,0,0,
588402092,23.94748,0.213238,0,0,
516916566,49.11972,6.399804,0,0,
480351780,2.016745,29.37966,0,0,
567399060,31.99954,15.54484,0,0,
508980706,-1.97493,-19.6072,0,0,
563226105,25.59462,37.3031,0,0,
607124114,56.30145,-13.5958,0,0,
320207387,20.71955,-15.23,0,0,
486108147,29.15058,-5.21056,0,0,
486893033,27.58078,-18.3394,0,0,
573680326,48.16932,2.107756,0,3,
314822529,15.43205,2.336412,0,0,
555060623,22.59288,-21.5824,0,0,
487358945,50.07509,-9.15132,0,0,
324065524,20.48866,-19.6887,0,0,
588712191,56.04861,-7.90333,0,0,
563350008,33.51488,8.070424,0,0,
324025371,36.87911,-16.9961,0,0,
483099796,56.3905,-2.35278,0,0,
501847931,3.636482,-2.02755,0,0,
490624177,17.26477,9.70669,0,0,
489885173,20.4472,10.53908,0,0,
579652000,24.01079,-1.02879,0,3,
518238899,36.52788,-20.2914,0,0,
314900022,18.94382,-5.10375,0,0,
569477234,20.20113,-1.73876,0,0,
321906005,39.83598,1.685353,0,0,
476054829,30.52606,15.63835,0,0,
556524816,15.84538,32.82546,0,5,
584254833,49.98273,-12.8089,0,0,
572609644,5.107053,32.5552,0,0,
507770911,20.18272,-12.4227,0,0,
501839495,27.95507,10.9712,0,0,
471758398,14.49187,-17.5338,0,0,
523729022,15.63274,2.233051,0,0,
490205998,26.61079,11.28846,0,0,
555354254,18.56845,14.44936,0,0,
320836481,46.92953,-9.2278,0,0,
512319604,60.69768,3.168388,0,0,
571306508,43.62011,10.15038,0,3,
506133241,29.88019,-6.46732,0,0,
322781822,51.66801,-0.67342,0,0,
501845630,51.50514,-5.37406,0,0,
522696638,9.246413,-8.96664,0,0,
488117124,35.8988,8.006238,0,0,
562534419,30.79184,-19.8501,0,0,
521399472,49.53043,9.361093,0,0,
322761772,39.0644,2.912139,0,0,
515188639,19.61812,-24.1942,0,0,
314800921,22.0289,-29.0374,0,0,
559222019,-1.1212,-1.84098,0,0,
559221786,11.32929,-17.7212,0,0,
356237593,36.38465,-5.34383,0,0,
486146828,46.40044,8.721917,0,0,
526946319,13.91313,30.68827,0,0,
476051620,39.2471,14.72807,0,0,
479298821,40.72308,24.91044,0,0,
385492488,42.44198,1.93254,0,0,
501562903,4.471924,-16.4793,0,0,
488501165,45.13524,17.19205,0,0,
321013314,43.53018,-5.35572,0,0,
489753277,34.93662,-3.86384,0,0,
471767045,2.645328,37.95143,0,0,
485610263,31.45589,19.40562,0,0,
556369531,63.24589,3.627059,0,0,
469798159,40.2046,6.745339,0,0,
513579447,45.31194,2.557541,0,0,
486560376,21.19432,26.48231,0,0,
313861677,32.3731,-6.39451,0,0,
480090260,40.89822,-5.69515,0,0,
558675895,17.63686,-27.246,0,0,
521938313,37.37096,-11.1211,0,0,
479722622,5.401147,38.48719,0,0,
569730838,34.31807,15.16714,0,0,
467357834,26.19472,-12.6063,0,0,
562731565,28.2529,-25.6861,0,0,
502647640,49.04219,3.22503,0,0,
510702304,18.23906,-11.6366,0,0,
517647182,50.84563,4.450357,0,0,
506226516,24.52137,-1.84572,0,0,
509885554,25.53828,-29.192,0,0,
422738880,29.63297,-0.0352,0,0,
502667140,58.91827,-2.81762,0,0,
501845152,7.4796,-20.9362,0,0,
476129135,48.36297,22.04781,0,0,
479015224,41.16871,-12.6388,0,0,
490612150,4.467558,-2.94719,0,0,
480169278,31.22677,21.47649,0,0,
476455864,48.28345,-4.39287,0,0,
575299891,-1.47859,0.825411,0,5,
488687894,4.000559,-18.7594,0,0,
515464483,32.52441,28.40467,0,0,
562999984,18.73236,-7.59431,0,0,
569710450,18.73918,-24.413,0,0,
324053519,50.84799,-11.8099,0,0,
471143169,31.02991,4.865512,0,0,
556926517,57.75862,11.26579,0,5,
313861934,37.46506,27.94148,0,0,
483101699,37.29485,10.20438,0,0,
486756093,20.79768,10.13578,0,0,
484659182,11.25014,44.69778,0,0,
571295641,5.707325,-9.46653,0,3,
569609830,15.96173,5.68362,0,5,
483019067,22.32291,19.06473,0,0,
557992635,36.48336,-19.5967,0,0,
320639930,34.69553,0.915382,0,0,
485608017,22.48797,29.76885,0,0,
589442285,10.44675,43.20646,0,0,
490612844,-3.20818,-24.0323,0,0,
471819401,0.707158,-10.9613,0,0,
628700262,50.20353,15.05497,0,0,
490558274,-3.94098,36.5984,0,0,
522152249,0.244037,-25.517,0,0,
580149939,43.73761,23.28751,0,3,
554454458,15.76903,3.154477,0,0,
325464516,50.05164,-7.54503,0,0,
320880293,21.55364,5.748458,0,0,
579627022,5.102889,-7.72454,0,5,
560581448,10.81854,-12.4757,0,0,
477135941,47.38263,13.29961,0,0,
589764355,-2.40026,35.55832,0,0,
473601979,13.40713,-5.75466,0,0,
579611637,10.55109,9.407864,0,5,
473642382,19.92105,-11.3634,0,0,
469800845,26.75279,-17.5062,0,0,
487664663,-1.46574,3.979199,0,0,
329550277,21.42913,10.00509,0,0,
513843815,23.31835,20.57467,0,0,
475751758,40.31784,17.69201,0,0,
502597328,48.64497,13.31794,0,0,
314617802,58.7306,10.68651,0,0,
575300383,6.336343,-10.0368,0,5,
469832490,-13.3401,-64.0177,0,0,
557996299,55.95232,16.94216,0,0,
476263004,3.677962,-4.04714,0,0,
488676149,10.41515,-7.86744,0,0,
502808270,27.82203,26.58739,0,0,
568951556,52.73938,19.13438,0,3,
518290966,32.02342,13.72786,0,0,
490264167,10.24394,-3.0669,0,0,
500961697,31.57568,8.075134,0,0,
566728192,4.828162,-15.3604,0,0,
475838754,21.8675,-15.8826,0,0,
480266505,3.214027,40.01663,0,0,
522301604,17.61576,32.2417,0,0,
479225052,-1.16345,40.18788,0,0,
479492800,3.961214,39.91108,0,0,
586073895,16.02378,-19.2336,0,0,
476562817,23.42079,24.34795,0,0,
489259263,46.23021,12.65778,0,0,
490601284,23.22432,31.60362,0,0,
530325234,63.91257,0.146415,0,0,
466800233,33.31008,-4.87977,0,0,
471786879,6.102013,-11.7659,0,0,
475459689,41.57378,-8.78406,0,0,
480169178,27.92567,12.58856,0,0,
505200218,35.73884,13.87171,0,0,
521409057,45.70398,17.97475,0,0,
563175057,32.92997,-18.3816,0,0,
556363725,32.82625,12.39,0,0,
486106720,33.02652,-8.21405,0,0,
326508751,10.09932,43.63071,0,0,
483057325,33.85265,-9.96902,0,0,
574269602,29.81791,-17.2527,0,0,
476525478,22.92753,-11.312,0,0,
485911892,54.12135,-14.9995,0,0,
517077548,1.141573,-27.6703,0,0,
395830185,45.5971,8.491956,0,0,
487663469,5.099419,40.40326,0,0,
504913842,44.17276,1.958633,0,0,
485570335,43.80765,-3.69267,0,0,
504179737,55.53162,-4.17124,0,0,
521958756,47.95033,2.912713,0,0,
471131311,0.136107,40.17077,0,0,
488688344,-32.1308,-28.366,0,0,
604142045,38.91985,10.96214,0,0,
501841672,2.987072,-3.51557,0,0,
485288679,7.614702,-16.1025,0,0,
578894262,25.91835,-28.3584,0,0,
555356054,-48.7342,9.946802,0,0,
488695444,28.69109,14.908,0,0,
565778331,2.109455,37.51495,0,5,
557864274,21.11826,1.852411,0,0,
565698986,6.013982,-16.5,0,5,
515056927,43.99151,6.48316,0,0,
486510127,19.82974,12.47187,0,0,
505476170,40.64978,-2.67367,0,0,
584637407,25.27286,6.114684,0,0,
476619123,49.07918,5.623779,0,0,
478499902,44.69536,-3.04853,0,0,
568990770,40.63055,-19.0838,0,3,
502143555,47.91618,-16.7604,0,0,
505202906,24.27375,-9.69424,0,0,
501842713,-2.04559,34.601,0,0,
561790658,-8.1521,-17.954,0,0,
506777471,34.75872,6.520364,0,0,
508276760,55.85803,-2.48688,0,0,
486178939,13.52019,-1.22092,0,0,
569469018,24.00277,1.445722,0,0,
479303890,6.091969,43.55204,0,0,
466378900,19.40701,7.960473,0,0,
489753228,23.06669,-6.2847,0,0,
526668864,-4.84187,2.892871,0,0,
557679003,-4.55492,-24.181,0,0,
313861794,34.0399,-14.7283,0,0,
486472847,37.57457,-1.43045,0,0,
497583188,42.33266,14.53809,0,0,
314642645,44.16095,11.06732,0,0,
482652174,38.93415,-3.83761,0,0,
485838981,2.684946,33.82877,0,0,
528501887,58.25642,-0.56955,0,0,
579263604,12.73158,41.4105,0,0,
577883225,29.58798,-14.7839,0,0,
558612809,21.79715,-24.5979,0,0,
483091861,51.78589,-4.94742,0,0,
469803127,41.96313,-13.1863,0,0,
490171952,30.93828,-11.1705,0,0,
560579320,10.93434,-20.7894,0,0,
565480987,-0.0502,-14.6705,0,5,
382982932,8.269823,-34.2974,0,0,
325903081,6.934037,-34.917,0,0,
503582237,-1.57135,-17.2931,0,0,
488680917,-0.01577,36.29027,0,0,
578938449,26.10564,-6.01244,0,0,
480648382,20.72257,8.277714,0,0,
489751959,25.74088,12.79221,0,0,
569441208,48.21999,53.698,0,0,
479415457,38.70944,13.05073,0,0,
475400072,39.25256,-8.50039,0,0,
563180078,41.33331,0.034743,0,0,
580005568,58.01313,-3.68535,0,0,
504614622,33.50441,16.31537,0,0,
485912047,22.77199,12.00449,0,0,
572996777,7.153728,12.3658,0,0,
508987256,-0.67047,-18.2718,0,0,
485958978,23.9531,14.65591,0,0,
569252686,18.75579,1.336781,0,5,
488471111,26.05499,15.32748,0,0,
468193142,22.65853,-12.927,0,0,
572804610,15.95538,46.63382,0,0,
490626827,18.10906,9.563702,0,0,
490385956,6.465445,21.93771,0,0,
569706189,55.28327,0.529613,0,0,
623474400,12.68938,44.27442,0,0,
489731121,23.25372,-8.59065,0,0,
589444632,6.029616,-15.8863,0,3,
626158872,49.98055,15.58728,0,0,
468054671,47.76661,7.738757,0,0,
485931158,27.46666,-11.5003,0,0,
488689365,39.31544,-14.8751,0,0,
479013100,46.05874,-2.09578,0,0,
572798509,22.45951,14.97541,0,0,
488430421,5.426298,-19.0192,0,0,
479010903,37.03949,20.31397,0,1,
557417271,36.27414,-0.58544,0,0,
555251867,-44.8355,7.310784,0,0,
623893177,58.31118,-6.16547,0,0,
329549957,31.47232,-4.41146,0,0,
476557750,26.81511,20.56003,0,0,
589755198,1.755076,35.19364,0,0,
314529406,45.37427,5.851159,0,0,
386049446,47.60241,11.84531,0,0,
488426904,5.651934,-3.87711,0,0,
502873181,49.61347,12.3235,0,0,
469803003,34.84572,3.250557,0,0,
479225080,30.90439,11.96522,0,0,
589118831,60.18509,0.067091,0,0,
510136749,65.96882,-6.17951,0,0,
476131588,41.27039,-24.672,0,0,
513832252,33.25853,6.464237,0,0,
489751692,19.48953,7.549551,0,0,
465924786,43.77084,12.07518,0,0,
488359338,17.6557,-8.76732,0,0,
497499510,48.04404,-18.229,0,3,
487661754,-5.35897,-1.01482,0,0,
479508018,26.58227,16.53381,0,0,
485578197,1.622995,-13.7663,0,0,
485574832,2.691216,41.07647,0,0,
478586295,-21.6994,-19.5456,0,0,
480798873,27.29967,15.62367,0,0,
478497530,38.47082,21.67393,0,0,
577854506,42.74898,-8.78836,0,0,
321893798,37.04507,-6.80476,0,0,
565778579,54.09778,-16.865,0,5,
485339983,3.448813,-6.31773,0,0,
483061182,33.44109,-15.6181,0,0,
532571720,62.66975,-6.7718,0,0,
500857324,34.3624,11.77688,0,0,
476049169,14.12971,-13.2075,0,0,
603411614,32.99629,4.183803,0,0,
568582664,2.72763,32.2993,0,0,
605631509,29.07984,7.677233,0,0,
590556221,-2.91327,1.129473,0,3,
324025297,44.44478,0.680441,0,0,
488432250,10.68681,-12.2977,0,0,
564795087,0.014196,38.39994,0,5,
602822298,-8.8051,-39.6315,0,0,
569703486,4.745833,37.31138,0,0,
320668879,55.27501,-11.4448,0,0,
480268803,44.45479,3.622804,0,0,
509005331,-6.69168,0.845554,0,0,
485579168,15.48281,-17.4506,0,0,
485954440,37.59212,11.38335,0,0,
485911966,26.72415,21.45535,0,0,
578517537,46.41201,1.937224,0,0,
488430487,6.282444,-4.93412,0,0,
485182362,2.156548,-27.5986,0,0,
480003970,-1.00443,41.18771,0,0,
502269786,17.7881,10.2799,0,0,
467703703,45.40361,8.02517,0,0,
395851985,46.48692,12.72761,0,0,
599334696,52.1157,-7.53883,0,0,
488569196,-17.5971,-42.6275,0,0,
480643417,23.11481,8.362724,0,0,
628123780,40.80279,12.43823,0,0,
396903227,36.51973,-3.32358,0,0,
526950199,38.04593,53.75914,0,0,
508911693,4.361087,35.64966,0,0,
573660880,33.63865,11.72385,0,3,
501848315,49.03849,15.43785,0,0,
476054887,27.35914,3.73544,0,0,
482809953,27.73412,20.70026,0,0,
486110216,17.08092,-25.8032,0,0,
557252022,11.3472,32.77214,0,0,
560373629,1.899524,-7.83163,0,0,
502359348,-3.28727,-40.263,0,0,
510114363,60.47849,-8.35422,0,0,
484737013,39.61966,-10.9255,0,0,
502144146,45.11914,1.670881,0,0,
517752298,33.81987,-12.6499,0,0,
567431416,39.0807,-11.4111,0,0,
354190013,16.77178,-2.58568,0,0,
488419491,22.19906,30.32723,0,0,
325853048,41.87338,14.2768,0,0,
486236426,2.931811,43.01106,0,0,
573323612,22.75077,-29.2277,0,0,
571306690,32.09959,-14.3423,0,3,
527826878,34.06071,9.490691,0,0,
485956826,25.22306,3.735669,0,0,
501022658,19.87842,16.66573,0,0,
349593629,59.66805,11.67821,0,0,
527864026,56.45851,0.083463,0,0,
569651358,3.828947,15.55662,0,0,
513531471,33.22342,-15.0405,0,0,
397354239,30.97641,5.943389,0,0,
490576429,-3.69406,38.09104,0,0,
558660968,42.70033,23.12774,0,0,
479711015,25.20094,-14.3071,0,0,
623308514,9.317994,41.66504,0,0,
397348126,28.51629,-0.79337,0,0,
575201827,64.55445,-6.01666,0,0,
534524026,33.18097,29.01113,0,0,
483027960,19.43659,19.9199,0,0,
507100117,38.51611,-6.04113,0,0,
508275137,-0.10802,-16.1152,0,0,
490626718,18.88175,11.10487,0,0,
486175203,34.3914,-4.2283,0,0,
471800189,8.893529,51.80008,0,0,
466431949,34.97781,-20.4963,0,0,
572608696,4.317765,32.37241,0,0,
555241875,19.06037,0.981989,0,0,
466632464,9.065775,-10.3131,0,0,
626159623,44.02055,30.28755,0,0,
483109334,41.61188,-10.3081,0,0,
557992762,35.23869,10.41476,0,0,
557202210,-5.32172,-22.0843,0,5,
517981878,18.58255,-23.6284,0,0,
313860745,8.192757,26.11664,0,0,
515524026,24.14848,-23.5232,0,0,
486054618,48.91333,-23.4481,0,0,
557852711,3.256583,-7.8733,0,0,
485955227,18.80852,-9.28967,0,0,
490712265,49.80954,-2.98438,0,0,
588705882,25.2583,-0.2638,0,0,
530349764,20.77034,2.870673,0,0,
490779678,8.3428,44.52947,0,0,
476216637,17.84647,-0.19493,0,0,
565863515,53.97495,0.166567,0,0,
584682764,59.81309,-5.44712,0,0,
314800874,12.38801,-7.36922,0,0,
485161419,39.70952,18.6568,0,2,
527116037,12.39273,11.53814,0,0,
505798354,46.53585,0.726081,0,0,
486052980,0.359897,41.85252,0,0,
566751810,55.31197,3.153851,0,0,
484770879,33.56072,-1.37183,0,0,
507996688,28.10572,-18.4177,0,0,
479704527,52.57097,-9.97309,0,0,
